"respid","LOCALRATING","COMATTACH","INFLUENCE","LOCMED_INTOUCH","NEWS_LEVELa","NEWS_LEVELb","NEWS_LEVELc","NEWS_LEVELd","LOCNEWSWEBa","LOCNEWSWEBb","NEWSALERTS","LOCAL_PREFER","PROVIDERa","PROVIDERb","PROVIDERc","PROVIDERd","PROVIDERe","PROVIDERf","PROVIDERg","PROVIDERh","PROVIDERi","PROV_PLATFORMa","PROV_PLATFORMb","PROV_PLATFORMc","PROV_PLATFORMd","PROV_PLATFORMe","PROV_PLATFORMf","PROV_PLATFORMg","PROV_PLATFORMh","PROV_PLATFORMi","PROV_PEOPLE1","PROV_PEOPLE2","LOCNEWS_COVERAGE1","ROLEVALUES1","ROLEVALUES2","JOBVALUESa","JOBVALUESb","JOBVALUESc","JOBVALUESd","JOBVALUESe","JOBVALUESf","JOBVALUESg","MAIN_CONF","TOPICIMPORTa","TOPICIMPORTb","TOPICIMPORTc","TOPICIMPORTd","TOPICIMPORTe","TOPICIMPORTf","TOPICIMPORTg","TOPICIMPORTh","TOPICIMPORTi","TOPICIMPORTj","TOPICIMPORTk","TOPICINFOa","TOPICINFOb","TOPICINFOc","TOPICINFOd","TOPICINFOe","TOPICINFOf","TOPICINFOg","TOPICINFOh","TOPICINFOi","TOPICINFOj","TOPICINFOk","NEWSCONTRIB","INTERNET_IMPT","SOCMEDIA_IMPT","SOCMEDIA_ATTN","DIG_FEATURESa","DIG_FEATURESb","DIG_FEATURESc","DIG_FEATURESd","DIG_FEATURESe","DIG_FEATURESg","LOCAL_DEVICE","LOCALMEDIA_JOB","ROLECONNECTEDa","ROLECONNECTEDc","ROLECONNECTEDd","TALKJOUR","LOCALOPINIONS","LOCALACTIVITYa","LOCALACTIVITYb","LOCALACTIVITYc","LOCALACTIVITYd","LOCALACTIVITYf","FINANCE","LOCAL_NEWS_PAY","LOCAL_NEWS_DONT_PAY","LOCALGROUPSa","LOCALGROUPSb","LOCALGROUPSc","LOCALGROUPSd","LOCALGROUPSf","LOCALGROUPSg","LOCALGROUPSh","LOCALGROUPSi","F_METRO","F_CREGION","F_USR_SELFID","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_RACETHN","F_MARITAL","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_ACSWEB","F_VOLSUM","LOCAL_AREA","WEIGHT"
4607,2,1,2,2,4,4,3,3,4,4,2,1,2,3,4,4,4,4,3,4,4,1,99,NA,NA,NA,NA,2,NA,NA,2,1,1,2,3,1,1,2,2,2,1,2,2,2,2,1,4,2,2,4,4,4,4,1,2,2,2,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,4,1,2,3,1,3,1,NA,1,6,2,1,1,2,"35620",0.5759745682
4608,2,2,2,1,2,2,2,3,1,2,1,5,2,3,3,1,3,3,2,4,4,2,99,2,1,99,3,3,NA,NA,3,1,1,5,6,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,3,3,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,3,1,1,2,1,1,1,99,3,2,2,2,3,2,2,1,2,1,2,1,3,1,NA,2,2,1,2,2,2,1,99,2,3,3,4,1,1,6,1,1,2,NA,2,8,1,1,1,1,"00006",0.1224982356
4609,2,3,1,1,2,1,1,2,2,4,1,3,1,1,3,2,3,3,2,4,4,1,1,2,1,1,3,3,NA,NA,2,1,2,6,5,2,1,2,2,1,1,1,2,1,3,1,4,3,1,4,2,2,4,2,1,2,1,NA,2,1,NA,2,1,NA,2,2,2,NA,NA,1,2,2,2,1,2,2,1,2,2,4,1,2,1,2,2,2,2,1,1,NA,2,1,2,2,2,2,2,2,2,3,3,3,2,3,2,2,6,2,NA,2,7,1,1,1,2,"99999",1.7891641063
4610,1,1,1,1,3,2,2,1,4,3,2,2,1,1,3,1,4,2,1,4,4,1,1,1,1,NA,1,2,NA,NA,1,1,1,1,5,1,1,99,1,1,1,1,1,2,2,1,4,3,2,3,2,2,2,1,3,2,1,NA,2,1,1,1,1,1,2,2,3,3,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,NA,1,1,2,2,2,2,2,2,2,2,3,4,2,2,4,1,3,2,NA,2,1,3,1,1,1,"99999",0.2150844417
4611,1,3,2,99,2,1,2,4,1,4,1,3,4,3,3,1,3,4,3,3,4,NA,2,1,1,3,NA,1,1,NA,3,1,2,1,3,2,1,1,2,1,1,1,1,2,1,1,3,3,1,2,3,3,1,2,3,2,1,2,2,1,1,3,2,3,3,2,2,NA,NA,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,1,6,1,3,2,NA,2,7,1,1,1,1,"14460",0.3264506509
4612,1,1,1,99,2,1,2,2,1,3,1,5,2,3,3,1,2,3,3,3,2,1,1,1,1,2,2,2,1,1,2,1,1,5,3,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,1,2,1,2,2,2,2,1,4,2,4,2,1,6,1,1,2,NA,2,9,1,1,1,1,"31080",0.185682091
4613,2,2,1,2,2,2,3,3,2,1,1,3,2,2,2,2,3,3,3,2,3,1,1,1,1,1,3,1,1,1,1,3,1,6,7,2,1,1,1,1,1,1,2,1,2,1,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,5,4,6,2,NA,2,5,2,1,1,1,"42540",0.9658501716
4614,1,1,1,1,2,2,2,2,1,4,1,5,2,1,2,3,3,4,3,99,4,1,2,1,1,3,NA,1,NA,NA,2,1,99,5,1,2,2,2,1,1,1,1,2,2,2,2,3,2,2,1,4,2,2,4,2,3,1,2,2,2,1,NA,2,2,NA,2,3,NA,NA,2,2,2,1,1,1,1,2,2,2,3,1,1,2,1,2,1,2,2,1,NA,1,1,2,2,2,2,1,2,1,2,2,4,1,1,5,1,1,1,NA,1,6,2,1,1,1,"26900",0.1624234291
4615,99,3,2,2,4,4,3,3,3,3,2,3,3,4,4,4,4,4,99,4,4,99,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,6,5,99,1,1,1,1,1,1,2,1,2,1,4,2,2,4,4,2,4,1,1,1,1,NA,99,99,NA,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,1,2,2,1,2,3,1,1,6,1,NA,1,3,3,3,1,2,"41180",3.744216964
4616,1,2,2,1,2,2,3,3,1,1,1,5,2,3,3,3,3,2,3,3,4,1,2,2,1,2,3,3,2,NA,2,1,2,5,6,1,2,1,1,1,1,1,1,2,2,1,3,3,2,3,2,3,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,3,2,1,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,99,1,1,2,1,1,1,6,4,6,2,NA,2,9,1,1,1,2,"00001",6.3909724716
4617,1,2,2,1,1,2,1,1,1,2,1,5,1,4,4,3,4,4,4,2,4,1,NA,NA,1,NA,NA,NA,1,NA,3,1,1,6,7,1,1,1,1,1,1,1,1,2,2,1,3,4,1,1,4,3,3,1,2,2,1,3,NA,2,1,NA,3,3,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,1,1,2,2,2,1,5,1,3,2,NA,2,7,1,1,1,2,"38300",0.7409708877
4618,2,1,2,1,2,2,1,1,3,3,1,1,2,2,2,2,2,4,4,4,4,1,1,1,99,3,NA,NA,NA,NA,1,1,2,1,5,1,1,1,1,1,1,1,3,1,2,1,4,4,3,2,4,3,2,1,2,3,1,NA,NA,3,2,NA,2,4,2,2,2,2,2,1,2,1,2,2,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,4,1,3,2,1,1,3,1,1,4,2,1,1,1,"42660",0.7241839128
4619,2,2,2,2,1,1,2,3,1,1,1,3,1,1,1,1,4,3,3,4,4,1,2,1,1,NA,4,3,NA,NA,3,3,1,5,7,2,1,2,2,1,1,1,1,1,1,1,1,2,1,4,4,2,3,3,1,1,1,1,1,1,NA,NA,1,3,1,1,1,1,1,1,1,99,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,4,2,2,1,1,5,3,6,2,NA,2,9,1,1,1,1,"00001",0.3612845201
4620,1,1,2,1,1,1,1,1,3,2,1,1,3,1,2,4,3,3,3,2,4,1,1,1,NA,1,2,2,2,NA,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,NA,1,2,1,1,2,2,2,99,2,1,3,4,2,1,5,1,1,2,NA,2,8,1,1,1,1,"99999",0.1780519901
4621,2,99,2,2,2,2,2,1,1,1,1,4,2,2,2,2,2,2,2,2,4,2,3,3,2,3,3,4,2,NA,2,1,99,2,5,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,99,1,2,2,2,4,1,1,1,2,2,2,2,99,2,1,3,2,2,2,4,1,1,99,1,1,4,2,1,0,1,"99999",0.7449198279
4622,3,3,1,1,4,2,2,2,2,3,2,2,1,2,3,2,2,3,3,2,99,1,3,3,99,3,3,4,2,NA,1,3,2,6,2,1,2,1,1,2,1,1,2,1,2,1,3,3,2,2,1,2,2,1,3,3,1,3,3,2,3,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,2,1,2,99,2,1,2,2,2,2,1,2,2,3,1,1,1,1,2,2,1,99,1,3,1,2,1,2,4,3,4,1,NA,1,3,3,1,1,1,"00002",0.5519216747
4623,2,2,2,1,3,3,2,2,3,2,1,1,3,2,3,3,2,2,2,2,4,1,1,1,1,1,3,3,1,NA,3,1,1,5,3,1,1,1,2,1,1,2,2,2,3,1,2,3,2,4,4,3,4,2,2,3,1,2,3,2,NA,NA,2,NA,2,2,2,3,2,2,2,2,2,1,1,1,3,1,1,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,3,1,3,1,1,5,1,6,2,NA,2,6,2,1,1,1,"47900",0.171328098
4624,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,3,2,3,4,4,1,2,1,1,1,1,4,NA,NA,1,3,2,5,1,1,1,1,99,1,1,99,2,2,2,1,2,3,1,2,2,3,2,4,1,1,1,1,1,1,1,1,2,2,NA,2,2,2,1,1,2,1,2,1,2,3,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,3,3,2,3,2,1,1,2,NA,2,7,1,1,1,1,"00006",0.5174977253
4625,2,1,2,2,2,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,1,1,3,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,4,1,1,1,2,1,1,2,2,1,2,3,3,2,1,5,1,3,2,NA,2,5,2,1,1,2,"17140",0.6010014957
4626,1,3,2,2,3,2,1,1,4,4,1,3,1,4,4,3,4,4,4,4,4,1,NA,NA,99,NA,NA,NA,NA,NA,3,1,2,5,6,1,2,1,2,1,1,1,1,2,4,1,4,4,2,3,4,4,4,2,1,NA,1,NA,NA,2,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,3,3,3,1,2,3,1,3,1,NA,1,4,2,1,1,1,"00006",0.3418948357
4627,2,3,2,1,2,2,3,4,3,3,1,2,4,3,3,2,2,4,4,2,4,NA,1,3,1,1,NA,NA,1,NA,3,1,2,6,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,4,3,2,3,2,2,2,1,2,2,1,NA,2,1,1,3,2,2,3,1,2,2,2,2,1,1,3,2,2,1,2,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,2,1,6,1,6,2,NA,2,3,3,3,1,2,"25540",0.9227156771
4628,2,2,2,2,1,1,2,3,4,4,2,1,1,1,3,1,4,3,2,4,4,1,1,1,1,NA,1,1,NA,NA,2,1,2,7,1,2,2,2,2,2,2,2,2,1,1,1,4,3,1,2,3,2,4,1,2,2,1,NA,2,1,1,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,3,2,4,2,2,3,1,1,1,NA,1,8,1,1,1,2,"00004",0.7056834725
4629,1,1,2,1,3,1,1,1,1,4,1,5,2,2,2,1,4,3,4,4,4,1,2,2,1,NA,3,NA,NA,NA,3,1,2,99,99,99,99,99,99,99,99,99,2,1,2,1,2,2,3,4,4,2,2,3,2,2,3,2,3,2,NA,NA,2,3,2,2,1,NA,NA,2,2,2,2,1,1,1,2,99,1,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,4,1,1,1,NA,1,99,99,1,1,2,"99999",0.8093088677
4630,1,2,2,1,3,2,2,2,2,4,1,3,1,4,2,3,4,2,2,4,4,1,NA,99,1,NA,3,2,NA,NA,2,1,2,5,1,1,2,1,2,1,1,1,2,1,2,2,3,3,1,2,3,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,NA,NA,2,2,2,2,1,1,2,3,2,3,4,1,2,1,2,2,2,1,2,2,1,1,1,2,1,2,1,2,1,1,4,1,4,2,1,5,1,1,4,99,9,99,99,1,1,1,"31080",0.2162643133
4631,1,1,2,2,1,1,1,1,2,1,1,5,1,1,1,1,2,1,1,2,2,1,1,2,1,3,2,4,2,2,1,1,2,7,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,3,1,NA,2,2,2,2,99,2,2,2,1,4,3,3,2,3,2,3,1,2,NA,2,6,2,1,1,2,"46520",1.6116712683
4632,2,1,2,1,3,2,2,2,2,3,1,3,2,3,3,3,3,4,3,4,4,1,1,1,1,1,NA,1,NA,NA,2,1,1,5,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,2,3,2,1,1,3,1,1,5,2,1,1,2,"00006",1.7115348363
4633,3,1,2,2,3,2,2,2,2,4,2,3,2,3,4,4,4,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,1,99,2,6,5,1,1,1,2,1,1,1,1,1,2,1,4,4,3,4,4,2,4,1,1,2,1,NA,NA,3,NA,NA,2,NA,4,2,2,NA,NA,1,2,1,2,1,1,2,1,1,1,3,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,3,2,2,2,NA,2,2,3,1,1,2,"00005",1.5349637388
4634,2,3,2,1,2,2,1,1,2,3,1,3,1,4,4,2,4,2,3,1,4,1,NA,NA,1,NA,1,1,1,NA,2,1,2,5,7,1,1,1,1,1,1,1,1,1,2,1,2,2,1,4,3,2,2,2,2,1,1,2,1,1,NA,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,4,2,3,2,2,3,1,1,2,NA,2,9,1,1,1,2,"40900",0.4514448039
4635,2,3,2,2,4,4,3,3,3,4,2,2,4,4,4,1,4,4,4,4,4,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,2,5,6,2,1,2,2,1,1,2,2,1,4,1,4,3,1,1,3,2,4,2,4,NA,1,NA,4,1,1,4,2,NA,3,2,2,NA,NA,2,2,2,2,2,1,2,1,2,1,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,2,3,2,3,2,1,3,3,2,2,6,2,1,1,2,"12580",0.924552057
4636,2,3,1,2,2,1,2,2,3,3,2,3,1,4,4,4,4,4,4,3,4,1,NA,NA,NA,NA,NA,NA,2,NA,2,3,2,1,5,2,2,1,2,1,1,1,2,2,2,1,3,4,1,2,3,3,3,1,2,2,1,2,NA,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,4,2,4,1,2,4,1,1,2,NA,2,3,3,1,1,2,"19740",0.440415824
4637,2,2,1,1,2,1,2,2,2,4,2,1,1,1,1,1,2,2,2,2,4,1,1,2,1,1,3,1,1,NA,1,1,1,6,3,1,1,1,2,1,1,1,1,1,1,1,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,NA,NA,1,1,1,1,1,1,3,2,1,1,1,2,2,1,1,2,1,1,1,1,NA,1,1,2,1,2,2,2,2,1,4,2,4,1,2,4,2,1,2,NA,2,9,1,1,1,2,"40900",0.433508228
4638,2,2,2,1,1,2,3,3,2,4,2,5,2,4,4,4,3,4,4,4,4,1,NA,NA,NA,1,NA,NA,NA,NA,3,1,1,1,5,1,1,2,1,1,1,1,3,1,3,1,3,3,2,4,4,3,3,1,2,1,1,1,1,1,NA,NA,1,1,1,2,1,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,1,2,4,1,6,2,NA,2,2,3,1,1,2,"19820",0.4265094555
4639,2,2,1,1,2,2,2,1,1,1,1,5,1,1,1,1,1,1,1,1,4,1,2,2,1,2,3,3,2,NA,1,1,2,5,6,2,2,2,1,2,2,1,2,1,1,1,2,4,1,4,2,2,1,4,1,1,1,2,NA,1,NA,1,1,1,NA,2,1,1,1,1,1,99,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,3,3,2,2,3,2,1,1,1,NA,1,5,2,1,1,1,"19100",1.021298015
4640,2,2,2,2,2,2,2,1,2,2,1,5,2,2,4,3,3,4,4,2,4,1,1,NA,1,3,NA,NA,2,NA,1,1,2,3,5,1,2,1,2,1,1,1,1,1,2,1,3,3,1,3,2,3,3,1,2,2,2,3,2,2,3,3,2,2,3,2,1,1,2,1,2,1,2,1,1,1,99,2,1,2,2,1,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,1,3,1,4,2,2,3,3,5,2,NA,2,2,3,1,1,2,"36740",0.3390160879
4641,2,2,1,1,2,2,2,1,3,3,2,3,1,3,3,2,2,3,2,4,4,1,1,1,1,2,3,3,NA,NA,2,1,1,1,5,1,1,1,2,1,1,1,2,2,2,1,2,3,1,4,2,2,3,2,2,2,1,2,3,1,NA,2,2,2,2,2,2,3,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,99,1,4,2,4,1,1,5,1,6,2,NA,2,3,3,1,1,1,"41860",0.1531206888
4642,2,2,1,1,3,3,3,3,3,3,2,4,2,3,3,2,4,3,4,1,4,1,3,2,1,NA,3,NA,2,NA,2,1,99,5,3,2,1,2,2,2,2,2,3,2,2,2,3,2,3,2,3,3,3,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,3,1,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,3,1,2,1,1,5,4,2,2,NA,2,7,1,1,1,2,"12420",1.5321677527
4643,2,3,1,1,2,2,2,2,3,3,2,3,1,4,4,4,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,6,5,1,1,1,1,1,1,1,1,1,2,1,3,3,1,4,1,3,2,1,1,1,1,2,2,1,NA,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,3,1,3,6,2,NA,2,1,3,1,1,2,"16980",1.0120550271
4644,1,2,1,1,2,99,1,1,1,1,2,3,1,3,3,2,1,3,2,1,4,1,3,3,1,3,2,2,2,NA,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,3,2,2,2,2,3,1,1,1,NA,1,7,1,1,1,1,"13820",0.5218670069
4645,2,1,1,2,2,1,1,1,2,2,2,3,1,2,2,2,3,3,2,2,2,1,1,3,1,3,1,2,2,2,2,1,2,5,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,3,2,1,2,1,2,2,2,99,2,2,3,4,2,2,3,1,5,1,NA,1,3,3,1,1,2,"99999",1.0239792583
4646,1,2,1,1,2,1,1,1,3,4,2,1,1,1,3,1,2,3,2,4,4,1,1,1,1,99,1,1,NA,NA,3,1,1,5,3,1,1,1,2,1,1,1,2,1,1,1,2,3,3,2,3,3,3,1,2,3,1,2,2,2,1,3,3,3,99,2,2,NA,NA,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,4,2,4,1,1,5,1,1,3,2,2,8,1,1,1,2,"19740",0.3991981106
4647,2,2,2,1,1,1,2,2,1,1,2,5,4,1,1,2,4,3,1,2,2,NA,2,1,1,NA,1,2,2,1,2,1,2,7,5,2,2,1,1,2,2,1,2,2,2,2,1,2,99,1,2,1,1,2,3,3,2,3,2,NA,2,3,2,2,3,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,NA,2,1,1,2,2,1,2,2,2,4,3,2,1,1,6,1,1,3,2,2,3,3,1,1,1,"99999",0.7381030221
4648,1,2,1,1,2,2,2,1,3,3,2,3,1,4,4,1,4,4,4,4,99,1,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,7,99,99,1,99,99,1,1,1,2,1,1,1,3,1,1,3,1,1,1,1,2,1,1,2,3,1,2,2,2,3,1,2,2,99,99,2,2,1,2,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,4,1,3,2,1,1,2,NA,2,8,1,1,1,2,"34980",2.2498417285
4649,1,1,2,99,2,1,1,1,2,2,1,3,1,4,1,4,2,3,4,3,4,1,NA,1,NA,1,1,NA,2,NA,1,1,2,5,1,1,1,1,2,1,1,1,1,1,1,1,3,4,4,4,3,3,3,2,2,2,1,2,NA,NA,NA,1,2,2,2,2,3,2,1,2,2,1,2,2,2,3,1,2,1,3,2,2,1,2,2,2,1,2,1,NA,1,2,2,1,2,2,2,1,1,1,3,4,2,2,4,1,5,3,2,2,7,1,1,1,1,"49340",0.3336211422
4650,1,1,2,1,2,1,1,1,4,1,2,2,2,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,2,NA,1,1,1,3,5,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,2,1,1,1,3,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,3,1,3,2,2,2,2,2,1,1,1,1,NA,2,1,2,2,2,2,1,99,1,3,3,4,2,2,3,1,1,1,NA,1,7,1,1,1,1,"26420",1.03154884
4651,1,2,1,1,2,2,2,2,1,4,1,5,1,1,1,1,1,3,3,3,4,1,1,1,1,1,1,2,1,NA,2,1,1,5,6,1,1,1,1,1,1,1,1,1,2,1,2,2,2,4,2,1,2,1,1,1,99,1,1,1,NA,2,1,1,1,99,2,NA,NA,2,2,2,1,1,1,3,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,4,1,1,5,1,1,99,99,9,99,99,1,1,2,"33100",0.416585513
4652,2,2,1,1,2,1,1,2,4,4,2,3,1,1,2,2,2,2,2,1,4,1,1,1,1,1,1,2,99,NA,2,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,2,2,2,2,2,1,2,3,1,2,2,2,2,2,2,2,1,3,1,4,1,3,2,1,5,2,NA,2,6,2,1,1,1,"12580",0.6488580792
4653,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,4,1,2,2,1,99,3,1,1,NA,1,1,1,1,5,1,1,1,1,1,1,1,2,2,3,1,3,3,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,1,6,2,NA,2,1,3,1,0,1,"00005",0.4232917201
4654,2,3,2,2,4,4,4,4,2,2,2,1,2,2,4,1,3,4,4,3,3,2,2,NA,3,99,NA,NA,99,1,3,1,2,5,6,1,1,1,2,1,1,2,2,2,2,2,3,4,4,4,4,3,3,3,2,2,1,3,NA,NA,NA,NA,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,1,1,3,3,2,3,2,1,4,2,NA,2,99,99,1,0,2,"38300",2.295680229
4655,2,1,1,1,2,2,2,2,2,2,1,3,2,2,2,1,3,4,2,2,3,3,3,3,1,3,NA,4,2,2,1,1,1,5,4,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,99,99,1,1,1,2,2,1,1,1,2,1,2,1,2,3,1,2,2,2,1,2,2,99,1,1,3,3,1,3,2,9,4,2,NA,2,1,3,1,1,1,"35620",0.8361425416
4656,1,1,2,1,1,2,1,1,3,4,2,3,2,99,4,2,3,1,1,4,4,99,NA,NA,3,3,2,2,NA,NA,2,2,1,1,7,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,1,1,NA,1,1,1,1,1,1,NA,NA,1,1,2,3,NA,NA,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,1,4,3,2,2,2,3,3,1,3,1,1,4,2,3,0,2,"40900",1.7260898625
4657,1,2,2,1,2,1,1,1,1,3,1,3,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,6,1,1,1,99,1,1,1,2,2,2,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,99,2,1,1,2,2,2,2,2,2,2,2,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,1,2,3,1,3,1,NA,1,5,2,1,1,2,"42660",0.5172386861
